publication,chapter,gram_id,vessel_name,topic_type,sequence,topic_filename,display_text,link_href,glc_path,time_end,freq_end,png_path,file_size,wav_treatment,warnings
main,Instructor Week 3 Grams,1,"Intrepid-class contact bearing 127, codename Defiant",analysis,1,gram_1.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 1/Analysis Sheet.docx,1006,,
main,Instructor Week 3 Grams,2,"FR Miranda-class, Category 3, Tatooine",glc,1,gram_2.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 2/Lofar 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 2/Lofar 1.glc,271,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 2/Lofar 1.wav,844,,
main,Instructor Week 3 Grams,2,"FR Miranda-class, Category 3, Tatooine",glc,2,gram_2.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 2/Lofar 2_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 2/Lofar 2_a.glc,300,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 2/Lofar 2_a.png,166959,,
main,Instructor Week 3 Grams,2,"FR Miranda-class, Category 3, Tatooine",analysis,1,gram_2.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 2/Analysis.png,41011,,
main,Instructor Week 3 Grams,3,"FR Outrider, Category 2, Cardassia",glc,1,gram_3.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 3/Lofar 1 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Lofar 1 Loop 2.glc,240,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Lofar 1 Loop 2.png,166985,,
main,Instructor Week 3 Grams,3,"FR Outrider, Category 2, Cardassia",glc,2,gram_3.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 3/Lofar 2_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Lofar 2_b.glc,271,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Lofar 2_b.png,166829,,
main,Instructor Week 3 Grams,3,"FR Outrider, Category 2, Cardassia",glc,3,gram_3.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 3/Lofar 3_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Lofar 3_b.glc,300,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Lofar 3_b.png,166975,,
main,Instructor Week 3 Grams,3,"FR Outrider, Category 2, Cardassia",analysis,1,gram_3.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 3/Analysis.png,41011,,
main,Instructor Week 3 Grams,4,"FR Defiant, Category 4, Defiant",glc,1,gram_4.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 4/Lofar 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 1.glc,271,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 1.png,166985,,
main,Instructor Week 3 Grams,4,"FR Defiant, Category 4, Defiant",glc,2,gram_4.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 4/Lofar 2 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 2 Loop 1.glc,240,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 2 Loop 1.png,166985,,
main,Instructor Week 3 Grams,4,"FR Defiant, Category 4, Defiant",glc,3,gram_4.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 4/Lofar 3_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 3_b.glc,271,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 3_b.png,166975,,
main,Instructor Week 3 Grams,4,"FR Defiant, Category 4, Defiant",glc,4,gram_4.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 4/Lofar 4 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 4 Loop 2.glc,240,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Lofar 4 Loop 2.wav,844,,
main,Instructor Week 3 Grams,4,"FR Defiant, Category 4, Defiant",analysis,1,gram_4.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 4/Analysis.png,41011,,
main,Instructor Week 3 Grams,5,"FR Nebulon-B, Category 4, Tatooine",glc,1,gram_5.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 5/Lofar 1_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 1_a.glc,271,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 1_a.png,166985,,
main,Instructor Week 3 Grams,5,"FR Nebulon-B, Category 4, Tatooine",glc,2,gram_5.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 5/Lofar 2_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 2_a.glc,271,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 2_a.png,166959,,
main,Instructor Week 3 Grams,5,"FR Nebulon-B, Category 4, Tatooine",glc,3,gram_5.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 5/Lofar 3 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 3 ABC.glc,360,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 3 ABC.png,166985,,
main,Instructor Week 3 Grams,5,"FR Nebulon-B, Category 4, Tatooine",glc,4,gram_5.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 5/Lofar 4_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 4_b.glc,300,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Lofar 4_b.png,166985,,
main,Instructor Week 3 Grams,5,"FR Nebulon-B, Category 4, Tatooine",analysis,1,gram_5.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 5/Analysis Sheet.docx,1000,,
main,Instructor Week 3 Grams,6,"FR Devastator, Category 3, Trill",glc,1,gram_6.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 6/Lofar 1 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 6/Lofar 1 ABC.glc,271,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 6/Lofar 1 ABC.png,166829,,
main,Instructor Week 3 Grams,6,"FR Devastator, Category 3, Trill",analysis,1,gram_6.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 6/Analysis Sheet.docx,997,,
main,Instructor Week 3 Grams,9,"Discovery contact bearing 231, codename Gandalf",glc,1,gram_9.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 9/Lofar 1 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 9/Lofar 1 ABC.glc,180,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 9/Lofar 1 ABC.png,166829,,
main,Instructor Week 3 Grams,9,"Discovery contact bearing 231, codename Gandalf",glc,2,gram_9.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 9/Lofar 2_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 9/Lofar 2_a.glc,360,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 9/Lofar 2_a.png,166959,,
main,Instructor Week 3 Grams,9,"Discovery contact bearing 231, codename Gandalf",analysis,1,gram_9.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 9/Analysis Sheet.docx,1002,,
main,Instructor Week 3 Grams,11,"FR Devastator, Category 3, Tantive",glc,1,gram_11.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 11/Lofar 1_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 11/Lofar 1_b.glc,180,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 11/Lofar 1_b.png,166959,,
main,Instructor Week 3 Grams,11,"FR Devastator, Category 3, Tantive",glc,2,gram_11.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 11/Lofar 2 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 11/Lofar 2 Loop 2.glc,360,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 11/Lofar 2 Loop 2.png,166959,,
main,Instructor Week 3 Grams,11,"FR Devastator, Category 3, Tantive",analysis,1,gram_11.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 11/Analysis Sheet.docx,1000,,
main,Instructor Week 3 Grams,12,"FR Star Destroyer, Category 3, Tantive",glc,1,gram_12.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 12/Lofar 1_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Lofar 1_b.glc,271,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Lofar 1_b.png,166959,,
main,Instructor Week 3 Grams,12,"FR Star Destroyer, Category 3, Tantive",glc,2,gram_12.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 12/Lofar 2 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Lofar 2 ABC.glc,180,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Lofar 2 ABC.png,166975,,
main,Instructor Week 3 Grams,12,"FR Star Destroyer, Category 3, Tantive",glc,3,gram_12.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 12/Lofar 3.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Lofar 3.glc,271,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Lofar 3.png,166829,,
main,Instructor Week 3 Grams,12,"FR Star Destroyer, Category 3, Tantive",analysis,1,gram_12.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 12/Analysis Sheet.docx,1002,,
main,Instructor Week 3 Grams,13,"FR Imperial-class, Category 1, Yavin",glc,1,gram_13.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 13/Lofar 1 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 1 Loop 2.glc,300,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 1 Loop 2.png,166985,,
main,Instructor Week 3 Grams,13,"FR Imperial-class, Category 1, Yavin",glc,2,gram_13.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 13/Lofar 2 I.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 2 I.glc,360,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 2 I.png,166829,,
main,Instructor Week 3 Grams,13,"FR Imperial-class, Category 1, Yavin",glc,3,gram_13.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 13/Lofar 3 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 3 ABC.glc,271,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 3 ABC.png,166985,,
main,Instructor Week 3 Grams,13,"FR Imperial-class, Category 1, Yavin",glc,4,gram_13.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 13/Lofar 4 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 4 Loop 2.glc,240,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Lofar 4 Loop 2.png,166975,,
main,Instructor Week 3 Grams,13,"FR Imperial-class, Category 1, Yavin",analysis,1,gram_13.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 13/Analysis Sheet.docx,1002,,
main,Instructor Week 3 Grams,15,"FR Mon Calamari Cruiser, Category 2, Bajor",glc,1,gram_15.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 15/Lofar 1 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 1 Loop 1.glc,300,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 1 Loop 1.png,166975,,
main,Instructor Week 3 Grams,15,"FR Mon Calamari Cruiser, Category 2, Bajor",glc,2,gram_15.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 15/Lofar 2_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 2_a.glc,180,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 2_a.wav,844,,
main,Instructor Week 3 Grams,15,"FR Mon Calamari Cruiser, Category 2, Bajor",glc,3,gram_15.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 15/Lofar 3_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 3_a.glc,300,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 3_a.png,166829,,
main,Instructor Week 3 Grams,15,"FR Mon Calamari Cruiser, Category 2, Bajor",glc,4,gram_15.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 15/Lofar 4 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 4 Loop 1.glc,271,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Lofar 4 Loop 1.png,166829,,
main,Instructor Week 3 Grams,15,"FR Mon Calamari Cruiser, Category 2, Bajor",analysis,1,gram_15.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 15/Analysis Sheet.docx,1005,,
main,Instructor Week 3 Grams,17,"FR Razor Crest, Category 1, Mustafar",glc,1,gram_17.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 17/Lofar 1_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 1_a.glc,240,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 1_a.png,166985,,
main,Instructor Week 3 Grams,17,"FR Razor Crest, Category 1, Mustafar",glc,2,gram_17.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 17/Lofar 2 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 2 Loop 1.glc,240,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 2 Loop 1.png,166985,,
main,Instructor Week 3 Grams,17,"FR Razor Crest, Category 1, Mustafar",glc,3,gram_17.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 17/Lofar 3_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 3_b.glc,300,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 3_b.png,166975,,
main,Instructor Week 3 Grams,17,"FR Razor Crest, Category 1, Mustafar",glc,4,gram_17.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 17/Lofar 4 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 4 ABC.glc,240,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Lofar 4 ABC.png,166959,,
main,Instructor Week 3 Grams,17,"FR Razor Crest, Category 1, Mustafar",analysis,1,gram_17.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 17/Analysis Sheet.docx,1002,,
main,Instructor Week 3 Grams,18,"FR X-wing, Category 3, Defiant",glc,1,gram_18.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 18/Lofar 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 18/Lofar 1.glc,240,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 18/Lofar 1.png,166985,,
main,Instructor Week 3 Grams,18,"FR X-wing, Category 3, Defiant",analysis,1,gram_18.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 18/Analysis.png,41011,,
main,Instructor Week 3 Grams,19,"Devastator contact bearing 194, codename Trill",glc,1,gram_19.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 19/Lofar 1 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 1 Loop 1.glc,360,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 1 Loop 1.png,166975,,
main,Instructor Week 3 Grams,19,"Devastator contact bearing 194, codename Trill",glc,2,gram_19.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 19/Lofar 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 2.glc,240,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 2.png,166959,,
main,Instructor Week 3 Grams,19,"Devastator contact bearing 194, codename Trill",glc,3,gram_19.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 19/Lofar 3 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 3 ABC.glc,180,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 3 ABC.png,166985,,
main,Instructor Week 3 Grams,19,"Devastator contact bearing 194, codename Trill",glc,4,gram_19.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 19/Lofar 4.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 4.glc,360,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Lofar 4.png,166975,,
main,Instructor Week 3 Grams,19,"Devastator contact bearing 194, codename Trill",analysis,1,gram_19.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 19/Analysis.png,41011,,
main,Instructor Week 3 Grams,20,"FR TIE Fighter, Category 1, Coruscant",glc,1,gram_20.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 20/Lofar 1 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Lofar 1 Loop 1.glc,360,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Lofar 1 Loop 1.png,166975,,
main,Instructor Week 3 Grams,20,"FR TIE Fighter, Category 1, Coruscant",glc,2,gram_20.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 20/Lofar 2 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Lofar 2 ABC.glc,300,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Lofar 2 ABC.png,166975,,
main,Instructor Week 3 Grams,20,"FR TIE Fighter, Category 1, Coruscant",glc,3,gram_20.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 20/Lofar 3.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Lofar 3.glc,360,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Lofar 3.png,166829,,
main,Instructor Week 3 Grams,20,"FR TIE Fighter, Category 1, Coruscant",analysis,1,gram_20.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 20/Analysis.png,41011,,
main,Instructor Week 3 Grams,21,"FR Discovery, Category 4, Defiant",glc,1,gram_21.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 21/Lofar 1 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 1 ABC.glc,240,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 1 ABC.wav,844,,
main,Instructor Week 3 Grams,21,"FR Discovery, Category 4, Defiant",glc,2,gram_21.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 21/Lofar 2 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 2 ABC.glc,240,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 2 ABC.png,166975,,
main,Instructor Week 3 Grams,21,"FR Discovery, Category 4, Defiant",glc,3,gram_21.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 21/Lofar 3.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 3.glc,240,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 3.png,166829,,
main,Instructor Week 3 Grams,21,"FR Discovery, Category 4, Defiant",glc,4,gram_21.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 21/Lofar 4 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 4 ABC.glc,360,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Lofar 4 ABC.png,166959,,
main,Instructor Week 3 Grams,21,"FR Discovery, Category 4, Defiant",analysis,1,gram_21.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 21/Analysis.png,41011,,
main,Instructor Week 3 Grams,22,"Razor Crest contact bearing 239, codename Dank",glc,1,gram_22.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 22/Lofar 1 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 22/Lofar 1 ABC.glc,240,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 22/Lofar 1 ABC.wav,844,,
main,Instructor Week 3 Grams,22,"Razor Crest contact bearing 239, codename Dank",analysis,1,gram_22.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 22/Analysis Sheet.docx,1005,,
main,Instructor Week 3 Grams,23,"FR Devastator, Category 1, Risa",glc,1,gram_23.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 23/Lofar 1 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 23/Lofar 1 Loop 1.glc,300,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 23/Lofar 1 Loop 1.png,166975,,
main,Instructor Week 3 Grams,23,"FR Devastator, Category 1, Risa",analysis,1,gram_23.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 23/Analysis.png,41011,,
main,Instructor Week 3 Grams,25,"FR Imperial-class, Category 4, Coruscant",glc,1,gram_25.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 25/Lofar 1 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 1 Loop 1.glc,300,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 1 Loop 1.png,166975,,
main,Instructor Week 3 Grams,25,"FR Imperial-class, Category 4, Coruscant",glc,2,gram_25.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 25/Lofar 2 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 2 ABC.glc,180,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 2 ABC.wav,844,,
main,Instructor Week 3 Grams,25,"FR Imperial-class, Category 4, Coruscant",glc,3,gram_25.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 25/Lofar 3 Loop 1.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 3 Loop 1.glc,271,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 3 Loop 1.png,166959,,
main,Instructor Week 3 Grams,25,"FR Imperial-class, Category 4, Coruscant",glc,4,gram_25.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 25/Lofar 4_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 4_b.glc,180,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Lofar 4_b.png,166985,,
main,Instructor Week 3 Grams,25,"FR Imperial-class, Category 4, Coruscant",analysis,1,gram_25.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 25/Analysis Sheet.docx,1002,,
main,Instructor Week 3 Grams,26,"Enterprise contact bearing 229, codename Betazed",glc,1,gram_26.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 26/Lofar 1_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 1_a.glc,360,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 1_a.png,166985,,
main,Instructor Week 3 Grams,26,"Enterprise contact bearing 229, codename Betazed",glc,2,gram_26.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 26/Lofar 2 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 2 Loop 2.glc,240,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 2 Loop 2.png,166959,,
main,Instructor Week 3 Grams,26,"Enterprise contact bearing 229, codename Betazed",glc,3,gram_26.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 26/Lofar 3_b.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 3_b.glc,300,800,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 3_b.png,166975,,
main,Instructor Week 3 Grams,26,"Enterprise contact bearing 229, codename Betazed",glc,4,gram_26.dita,Lofar 4,Instructor Week 3 Grams Files/Gram 26/Lofar 4_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 4_a.glc,271,200,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Lofar 4_a.png,166975,,
main,Instructor Week 3 Grams,26,"Enterprise contact bearing 229, codename Betazed",analysis,1,gram_26.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 26/Analysis.png,41011,,
main,Instructor Week 3 Grams,27,"FR Prometheus, Category 1, Kobol",glc,1,gram_27.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 27/Lofar 1 Loop 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 27/Lofar 1 Loop 2.glc,180,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 27/Lofar 1 Loop 2.wav,844,,
main,Instructor Week 3 Grams,27,"FR Prometheus, Category 1, Kobol",glc,2,gram_27.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 27/Lofar 2.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 27/Lofar 2.glc,360,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 27/Lofar 2.png,166959,,
main,Instructor Week 3 Grams,27,"FR Prometheus, Category 1, Kobol",analysis,1,gram_27.dita,,,,,,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 27/Analysis Sheet.docx,999,,
main,Instructor Week 3 Grams,29,"FR X-wing, Category 1, Betazed",glc,1,gram_29.dita,Lofar 1,Instructor Week 3 Grams Files/Gram 29/Lofar 1 ABC.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 29/Lofar 1 ABC.glc,240,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 29/Lofar 1 ABC.wav,844,,
main,Instructor Week 3 Grams,29,"FR X-wing, Category 1, Betazed",glc,2,gram_29.dita,Lofar 2,Instructor Week 3 Grams Files/Gram 29/Lofar 2_a.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 29/Lofar 2_a.glc,360,100,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 29/Lofar 2_a.png,166959,,
main,Instructor Week 3 Grams,29,"FR X-wing, Category 1, Betazed",glc,3,gram_29.dita,Lofar 3,Instructor Week 3 Grams Files/Gram 29/Lofar 3 I.glc,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 29/Lofar 3 I.glc,271,400,Instructor Week 3 Grams/Instructor Week 3 Grams Files/Gram 29/Lofar 3 I.png,166975,,
